ClienteNo;Cidade;Idade;Sexo;EstadoCivil;NumeroFilhos;Escolaridade;Ocupacao;AreaAtuacao;NivelGerencial;TipoResidencia;CondicaoResidencia;ValorImovel;NoAutomoveis;Computador;PrimeiraCompra
814;6;30;1;1;0;1;3;8;2;1;1;1;0;2;108,74
815;2;37;2;1;0;2;3;5;3;2;2;2;1;2;65,23
816;9;34;2;1;2;2;3;9;3;2;2;2;0;1;56,1
817;8;35;2;3;0;3;3;3;4;2;3;3;1;2;52,93
818;2;50;1;3;0;3;3;5;5;3;3;3;1;2;33,85
819;3;39;1;3;0;3;6;4;4;3;2;4;1;2;67,91
820;7;33;2;1;1;2;7;0;2;1;2;1;0;2;85,28
821;10;51;1;3;0;4;2;0;4;3;3;3;1;2;57,79
822;5;27;1;1;0;2;2;4;2;2;1;2;0;1;84,68
823;9;39;1;1;2;2;2;8;3;2;2;2;1;1;55,81
824;7;49;2;3;0;3;6;9;3;2;3;2;1;2;57,31
825;2;40;2;3;0;3;6;0;4;2;2;3;2;2;43,88
826;6;35;2;1;0;2;1;3;3;2;2;1;0;2;62,68
827;7;47;1;4;0;4;3;9;6;3;3;3;2;2;28,06
828;5;35;2;3;0;3;6;4;3;2;2;2;1;2;60,51
829;2;26;2;2;0;3;2;6;2;1;1;2;0;2;87,35
830;4;46;2;2;2;3;3;5;3;2;2;2;1;2;44,64
831;7;50;2;4;1;3;0;2;5;3;3;4;1;2;22,18
832;9;40;2;1;1;3;2;6;3;2;2;4;0;1;54,33
833;2;41;1;3;0;2;6;7;3;3;2;2;0;2;59,58
834;5;31;2;1;2;2;1;4;2;2;2;1;0;2;90,7
835;2;30;2;1;0;2;2;4;2;2;1;1;0;1;75,6
836;2;44;2;2;1;3;6;4;4;3;3;4;2;2;32,29
837;10;27;1;1;0;2;6;9;2;2;2;1;0;2;86,34
838;6;36;2;2;0;2;4;2;3;2;2;2;1;2;66,59
839;9;44;2;1;0;3;2;9;3;2;2;3;1;1;59,15
840;8;38;1;3;0;3;3;2;5;3;2;4;2;1;45,83
841;6;40;2;3;1;3;3;0;4;2;2;2;1;2;36,78
842;5;22;2;1;0;0;2;7;2;1;1;1;0;2;106,18
843;5;25;2;1;0;1;2;7;2;2;2;2;0;1;81,94
844;10;44;1;3;0;3;3;8;5;3;3;3;1;1;14,72
845;6;41;1;2;0;3;4;5;3;3;2;2;1;2;64,99
846;2;35;1;1;0;2;3;6;3;2;2;2;1;2;85,63
847;8;38;2;2;3;3;0;6;4;2;3;4;1;2;29,91
848;9;44;1;1;0;3;3;3;3;2;2;2;1;2;71,48
849;5;31;2;3;0;2;5;5;3;2;2;2;0;2;67,5
850;2;34;2;1;0;2;2;6;2;2;1;1;0;1;71,22
851;8;43;2;1;0;2;6;8;3;2;2;2;0;1;74,37
852;6;22;2;1;2;0;6;8;2;2;2;1;0;2;86,09
853;7;26;1;1;0;0;2;5;2;1;1;1;0;2;95,5
854;3;44;1;2;0;3;2;1;4;2;3;3;1;2;28,66
855;7;36;2;2;0;3;3;5;4;3;2;2;1;2;45,35
856;7;30;2;1;0;2;7;0;2;2;2;1;1;1;83,12
857;9;24;1;1;0;0;1;4;2;1;2;1;0;2;97,78
858;2;40;1;1;0;3;2;8;4;2;3;2;1;1;47,94
859;4;40;2;3;1;2;6;5;4;3;2;3;1;1;38,68
860;2;25;2;1;1;0;7;0;2;1;1;1;0;2;130,47
861;3;34;2;2;0;3;3;3;3;2;2;2;0;2;70,76
862;4;58;2;4;1;4;4;1;7;3;3;4;3;2;16,28
863;9;44;1;3;0;3;2;7;5;3;4;4;1;1;33,21
864;4;41;2;3;0;3;4;3;3;2;3;3;1;1;46,61
865;5;41;1;2;0;3;5;9;3;3;2;2;1;2;36,37
866;4;28;2;1;0;1;1;8;2;2;1;2;0;2;91,59
867;3;35;1;1;1;3;5;2;3;3;2;3;1;1;57,34
868;9;49;2;3;0;3;1;8;5;3;3;2;1;2;62,5
869;7;37;2;3;0;2;1;6;3;2;2;2;1;1;62,56
870;5;23;2;1;0;0;2;7;2;1;1;1;0;2;99,53
871;8;38;2;3;1;3;4;4;4;3;3;3;1;2;30,38
872;7;26;2;1;1;1;6;1;2;2;1;1;0;2;96,65
873;8;39;2;1;0;3;2;4;3;2;2;2;1;1;75,87
874;7;38;1;3;0;3;6;2;4;2;2;3;1;2;56,56
875;7;33;2;3;0;3;3;8;4;3;2;3;2;1;40,81
876;5;47;2;3;2;3;3;9;4;3;3;2;1;2;50,69
877;7;30;2;1;2;2;6;8;2;2;2;2;0;2;70,56
878;4;40;1;3;4;3;3;9;5;3;2;4;1;1;29,13
879;9;57;2;3;2;3;3;0;6;3;3;3;1;2;13,89
880;2;44;2;3;0;3;3;4;3;2;2;2;0;1;76,61
881;9;38;2;1;2;2;3;7;3;2;2;2;1;2;54,22
882;6;38;1;1;0;2;3;2;3;2;2;2;0;2;48,9
883;9;56;2;3;2;3;6;4;5;3;2;2;1;2;25,27
884;4;29;2;1;1;2;7;0;2;1;2;2;1;2;89,53
885;10;31;2;1;0;2;4;7;2;2;2;2;0;2;83,08
886;4;40;2;3;0;3;3;5;5;3;3;3;2;1;30,94
887;10;42;2;3;0;3;2;6;3;2;2;2;1;1;53,44
888;10;46;1;3;1;4;1;5;5;3;3;3;2;2;16,76
889;8;49;2;3;0;3;6;4;4;3;2;3;1;2;45,56
890;6;54;2;3;1;4;3;4;6;3;3;4;2;2;16,55
891;10;31;2;1;0;3;1;8;2;2;2;1;0;2;76,85
892;2;37;2;2;0;3;3;6;3;2;2;2;0;2;71,39
893;8;44;1;3;1;3;3;1;5;3;3;3;3;2;36,75
894;2;40;2;2;1;2;3;2;3;2;2;2;1;1;38,94
895;2;35;1;1;3;2;4;2;2;1;2;2;1;2;88,8
896;9;35;2;3;0;3;3;4;3;2;2;3;1;2;47,98
897;9;43;2;1;0;2;5;4;3;2;2;2;1;2;48,19
898;3;45;2;3;2;3;3;4;4;3;2;3;1;2;61,17
899;6;25;2;1;0;2;7;0;2;1;1;2;0;2;88,26
900;2;54;1;3;2;4;5;2;5;3;3;3;2;2;13,61
901;8;38;2;1;0;2;1;1;2;2;2;2;0;2;87,2
902;6;45;1;3;0;3;2;4;6;3;3;5;3;1;29,2
903;7;50;1;2;3;3;3;4;4;3;2;2;1;2;54,42
904;7;45;2;3;0;3;4;6;5;3;2;2;1;2;34,82
905;4;40;2;3;0;3;3;4;5;3;3;2;1;2;48,39
906;9;25;1;1;0;0;2;8;2;2;2;2;0;2;92,75
907;2;30;2;1;4;3;1;2;2;2;2;2;0;2;82,87
908;2;47;2;3;0;3;2;1;6;3;4;4;3;2;29,07
909;6;28;1;2;0;2;3;9;3;2;2;3;0;1;52,12
910;2;38;2;3;0;4;3;9;5;3;3;4;1;1;16,34
911;5;45;1;3;0;3;3;9;4;3;2;3;1;2;25,52
912;2;30;2;1;0;2;2;3;2;2;2;1;0;2;62,02
913;7;53;2;4;0;4;6;7;6;3;3;4;1;2;33
914;9;49;2;1;3;3;6;9;5;3;2;3;2;1;24,73
915;5;46;2;3;0;3;4;7;5;2;2;4;2;1;27,7
916;2;29;2;1;4;0;1;4;2;2;2;1;0;2;71,68
917;4;30;2;1;3;2;3;1;2;2;2;2;0;2;92,47
918;8;36;2;1;2;3;2;2;3;2;2;3;1;2;62,2
919;9;40;2;3;1;2;3;3;3;2;2;2;1;2;66,46
920;9;54;2;4;0;4;3;4;6;3;4;4;3;1;24,03
921;9;41;1;1;0;3;0;6;4;2;3;2;1;2;39,36
922;9;49;1;3;2;4;4;3;5;3;3;3;1;2;32
923;6;42;1;1;2;4;4;8;5;3;3;2;1;2;36,16
924;7;43;2;1;0;3;3;8;4;3;2;3;1;2;50,46
925;8;48;2;3;1;4;3;7;6;3;4;3;2;2;34,09
926;8;39;2;3;0;3;5;4;5;2;3;3;2;1;29,86
927;5;36;2;2;0;2;5;4;3;3;2;3;1;2;27,53
928;4;39;1;1;0;3;3;2;4;3;2;2;1;2;35,12
929;3;43;2;3;0;4;3;3;5;3;3;3;2;1;44,9
930;9;48;2;3;0;2;1;0;3;3;2;3;1;2;55,65
931;8;38;1;1;0;3;5;8;3;2;2;2;1;2;32,49
932;2;32;2;1;0;2;3;6;2;2;2;2;0;2;67,63
933;9;28;2;1;1;2;3;0;3;2;2;2;0;2;79,16
934;8;31;1;1;2;1;6;6;2;1;2;1;0;2;69,7
935;3;45;2;3;0;3;3;2;6;3;3;4;2;2;37,6
936;7;29;2;1;0;2;0;2;2;2;2;2;0;2;61,29
937;10;34;2;3;1;3;2;5;3;2;2;2;1;2;48,53
938;7;21;2;1;0;0;5;5;2;1;1;1;0;2;94,01
939;4;43;1;1;0;2;2;6;3;3;2;3;0;1;58,3
940;10;22;2;1;0;0;7;0;2;1;1;1;0;2;96,06
941;2;45;2;1;1;3;4;4;4;2;2;2;1;2;46,52
942;3;27;2;1;2;2;3;0;2;2;2;2;0;2;58,14
943;6;37;2;1;0;3;3;3;3;2;2;3;1;2;50,49
944;4;43;2;3;0;3;3;1;5;3;3;2;2;2;21,43
945;4;29;1;1;0;2;6;1;3;2;2;2;1;2;85,69
946;5;41;2;2;0;2;1;7;3;2;2;3;1;2;80,11
947;10;40;2;3;0;3;2;1;4;2;2;2;1;2;36,31
948;7;33;2;1;2;2;3;9;2;2;2;2;1;2;100,44
949;9;41;1;3;0;3;1;2;3;2;2;2;1;2;37,81
950;2;40;2;1;0;3;3;5;3;3;2;2;0;2;55,18
951;10;30;2;1;4;1;7;0;2;1;1;2;0;2;91,88
952;4;53;2;3;0;3;3;6;6;3;3;5;3;1;16,29
953;9;48;1;3;2;4;3;7;5;3;3;3;1;2;10,67
954;9;37;2;3;0;3;6;8;3;2;2;2;1;2;56,95
955;5;35;2;1;0;2;3;8;3;2;3;2;0;1;93,82
956;8;55;2;4;0;4;2;3;6;3;3;5;3;2;15,7
957;6;52;2;2;0;3;3;6;4;2;2;3;1;2;26,46
958;8;34;2;2;0;3;4;7;3;3;2;2;1;2;56,35
959;8;50;2;4;0;3;6;8;6;3;4;4;1;2;26,58
960;2;46;1;3;0;3;3;0;4;3;2;2;0;1;53,6
961;10;50;1;3;0;3;6;4;4;3;3;3;1;2;39,04
962;9;38;2;1;0;2;2;9;2;2;2;1;1;2;82,39
963;8;36;1;1;0;3;2;6;3;2;2;3;1;2;43,76
964;7;44;2;3;0;3;3;2;3;3;3;3;1;2;37,98
965;9;30;2;1;0;2;4;4;2;1;2;2;0;2;73,03
966;2;39;2;3;0;3;3;0;3;2;2;2;0;1;77,68
967;9;53;2;2;0;3;5;6;5;3;2;3;1;2;45,15
968;4;25;1;1;0;1;3;8;2;1;1;1;0;2;98,04
969;7;39;2;3;1;3;4;6;3;2;2;2;1;2;44,68
970;2;38;1;1;0;2;0;3;3;2;2;3;1;2;52,69
971;4;35;2;1;0;3;3;7;3;2;2;2;1;2;68,79
972;8;60;1;4;2;4;4;1;7;3;4;4;3;2;19,36
973;5;59;2;3;1;3;6;6;5;3;3;3;2;2;26,87
974;9;33;2;1;0;1;3;2;2;2;2;1;0;2;82,24
975;5;53;2;3;0;3;6;3;5;3;4;3;1;1;15,22
976;8;54;1;3;1;3;4;7;4;2;3;2;1;2;24
977;3;30;2;1;1;2;2;7;2;1;1;1;0;2;99,44
978;5;38;1;1;0;2;2;4;2;2;2;2;1;2;84,01
979;6;30;1;1;1;3;5;6;3;2;1;2;1;2;76,58
980;4;57;1;4;0;4;4;2;7;3;4;4;3;2;16,93
981;7;24;2;1;0;1;7;0;2;2;2;2;0;2;78,39
982;8;49;2;3;0;3;3;5;6;3;4;4;2;2;15,02
983;3;35;1;3;1;3;4;2;4;3;3;3;1;2;37,37
984;5;30;1;2;0;2;7;0;2;2;2;2;0;2;56,89
985;4;43;1;3;0;3;3;2;5;3;3;3;2;2;20,21
986;5;33;1;1;0;3;3;7;3;2;2;2;1;2;58,79
987;5;40;2;1;0;3;3;5;4;3;2;3;1;2;22,53
988;9;43;2;3;0;3;6;1;5;3;3;3;1;2;35,53
989;10;51;2;3;0;3;2;4;6;3;2;4;1;2;28,31
990;7;37;1;1;0;3;2;6;3;2;2;2;1;1;80,61
991;2;36;2;1;0;3;4;1;3;2;2;2;0;2;49,96
992;8;39;2;1;0;3;4;8;3;2;2;2;0;2;65,16
993;4;43;2;3;1;3;6;3;3;2;2;2;1;2;58,32
994;8;52;2;4;1;4;1;6;6;3;3;3;3;1;43,45
995;3;47;2;3;0;3;2;4;3;3;2;3;1;2;49,37
996;6;49;1;3;2;3;1;5;4;3;2;2;1;2;49,46
997;6;31;2;1;2;2;3;5;3;2;2;2;1;2;66,75
998;8;37;1;1;0;2;3;4;3;2;2;2;0;2;76,49
999;4;22;2;1;1;1;3;7;2;2;1;1;0;2;95,34
1000;7;36;2;2;0;3;3;6;4;3;3;2;1;2;58
1001;4;48;1;1;0;2;4;9;3;2;2;2;0;2;55,39
1002;8;36;2;1;0;2;3;9;3;2;2;2;1;2;56,42
1003;6;53;1;3;0;3;2;4;6;3;3;4;1;2;14,49
1004;5;46;2;1;0;3;3;5;4;3;3;2;1;2;50,57
1005;6;36;2;3;0;2;1;9;2;2;2;2;0;2;48,44
1006;5;31;1;2;0;1;6;4;2;2;2;1;1;1;71,92
1007;5;31;2;1;0;2;2;4;2;2;2;2;0;2;83,33
1008;9;37;2;3;2;3;3;8;4;2;2;3;1;2;63,09
1009;2;39;2;3;0;4;5;3;4;2;3;3;1;2;40,75
1010;7;34;1;1;0;1;2;8;2;1;1;1;0;1;94,11
1011;9;32;2;1;1;2;7;0;2;2;2;1;0;1;62,75
1012;9;54;2;3;0;3;1;4;5;3;3;3;1;2;24,06
1013;2;44;2;2;3;3;3;6;4;3;2;3;1;1;27,18
1014;9;42;1;1;2;2;6;4;3;2;2;2;1;2;62,71
1015;10;31;2;1;3;3;6;2;3;2;2;2;1;2;71,55
1016;5;50;1;2;1;3;3;2;3;2;2;2;1;1;91,4
1017;4;40;1;3;0;3;3;5;4;3;3;3;1;2;21,91
1018;6;46;1;1;1;3;5;9;4;3;2;3;0;2;39,42
1019;10;60;2;3;0;4;2;8;6;3;4;3;2;2;21
1020;9;39;2;1;0;3;4;9;3;2;2;2;1;2;53,72
1021;5;27;1;1;1;1;3;6;2;1;1;1;0;1;80,2
1022;5;34;2;2;0;3;1;1;3;2;3;3;1;2;34,83
1023;9;22;2;1;0;2;2;4;2;1;1;1;0;2;97,47
1024;4;51;2;3;0;4;6;4;6;3;4;4;2;2;21,54
1025;5;31;2;1;1;1;7;0;2;1;2;2;0;2;69,19
1026;9;32;2;1;1;2;3;6;2;2;2;2;0;2;79,83
1027;5;25;1;1;0;0;6;2;2;2;1;1;0;2;96,25
1028;2;28;2;2;0;3;2;9;2;1;1;2;1;2;79,92
1029;3;42;2;3;1;3;2;3;6;3;3;5;1;2;23,95
1030;6;39;2;3;1;3;2;4;4;3;3;2;1;2;48,92
1031;9;39;2;1;2;3;3;3;3;2;2;3;0;2;44,75
1032;7;40;2;1;1;3;2;6;3;2;2;3;1;1;64,52
1033;4;43;1;3;2;3;2;9;4;2;2;2;1;2;41,56
1034;2;29;2;1;0;2;2;9;2;2;2;2;0;2;105,27
1035;7;42;2;1;1;3;2;5;4;3;2;2;1;2;27,96
1036;2;31;2;1;2;2;7;0;2;2;2;2;1;2;85,1
1037;2;34;2;1;0;1;6;7;2;2;2;2;0;2;54,08
1038;8;31;1;2;4;2;1;5;2;2;2;2;1;2;77,38
1039;9;47;2;3;0;4;2;9;6;3;4;4;2;1;23,21
1040;9;33;1;1;0;2;2;2;3;3;2;2;1;2;43,22
1041;10;38;1;3;4;3;3;3;3;2;2;2;1;2;38,48
1042;9;26;2;1;0;1;7;0;2;1;2;1;0;2;97,03
1043;4;49;1;3;0;4;6;8;6;3;3;3;1;1;13,85
1044;9;47;2;1;1;3;2;4;3;2;2;3;1;2;41,05
1045;9;44;2;3;3;2;3;9;3;2;2;2;1;2;67,12
1046;9;51;2;3;0;3;3;2;6;3;4;4;1;1;14,18
1047;3;36;2;1;0;3;3;5;3;2;2;2;1;2;52,06
1048;4;40;1;2;0;3;6;6;4;3;2;2;1;2;37,87
1049;3;52;2;2;0;3;3;6;5;3;3;3;1;1;41,27
1050;5;34;2;1;0;2;3;2;3;2;2;2;1;2;83,49
1051;2;43;2;3;0;3;3;4;4;3;3;3;1;2;32,61
1052;7;37;2;1;0;2;2;4;2;2;2;2;1;2;47,42
1053;10;39;2;3;3;2;4;4;3;2;2;2;1;2;50,4
1054;3;30;2;1;2;3;5;5;3;2;2;1;1;2;58,55
1055;6;28;1;1;0;1;7;0;2;1;2;1;0;2;90,06
1056;9;49;1;3;1;4;3;2;6;3;3;3;2;2;23,01
1057;9;51;2;1;1;3;1;5;5;3;3;4;1;2;59,17
1058;9;42;2;3;2;3;1;6;4;2;3;3;2;2;27,79
1059;5;54;2;3;2;4;3;1;6;3;3;5;2;2;21,38
1060;9;20;1;1;1;0;1;2;2;1;1;1;0;2;111,72
1061;6;60;2;4;0;3;3;7;6;3;3;4;2;2;13,04
1062;7;51;1;3;0;3;3;9;6;3;4;5;2;2;50,07
1063;5;53;2;3;1;3;2;8;5;3;3;2;2;2;33,71
1064;7;28;1;1;0;3;5;4;2;2;2;2;1;2;65,06
1065;7;41;1;1;2;2;3;2;3;2;2;3;1;2;48,76
1066;5;37;2;1;0;1;2;6;2;2;2;1;1;1;79,57
1067;5;57;2;4;0;4;4;3;7;3;3;4;2;2;10,43
1068;5;36;2;3;0;3;3;5;3;2;3;2;1;1;44,21
1069;9;31;2;1;0;2;3;0;2;1;1;1;0;1;65,9
1070;9;43;2;3;2;3;3;4;3;2;2;2;1;2;57,55
1071;10;26;1;1;0;2;4;4;2;1;2;1;1;2;97,97
1072;8;32;1;1;0;2;3;7;2;2;2;1;0;2;93,96
1073;7;58;2;3;0;4;0;3;5;3;2;3;1;2;29,52
1074;5;42;1;3;3;3;6;4;3;2;2;2;1;1;50,68
1075;4;57;2;3;0;3;2;6;6;3;3;3;2;2;22,56
1076;10;54;1;4;0;4;3;8;6;3;3;5;2;2;14,65
1077;10;27;1;1;0;1;4;8;2;1;1;1;0;2;97,08
1078;3;36;1;3;0;3;3;5;4;3;2;2;1;2;19,17
1079;2;53;2;3;0;3;2;6;5;3;3;3;3;2;46,06
1080;9;31;2;1;0;2;4;1;2;2;2;2;1;2;77,2
1081;3;41;2;1;0;3;2;4;3;3;2;2;1;2;60,31
1082;10;26;1;1;1;2;3;0;3;2;2;2;1;2;59,61
1083;8;36;2;1;0;2;3;4;3;2;2;2;0;1;50,95
1084;2;53;2;3;0;3;2;4;6;3;3;5;1;2;19,9
1085;4;42;2;3;0;3;6;8;5;3;3;4;1;1;38,71
1086;3;38;2;3;2;3;3;7;4;2;2;2;1;1;40,66
1087;7;48;2;3;2;3;2;2;4;2;2;3;2;1;33,15
1088;2;36;2;3;0;2;4;0;3;2;3;2;0;2;34,99
1089;4;44;2;3;4;3;3;8;4;3;3;2;2;2;42,55
1090;8;38;2;1;0;3;3;2;3;2;2;2;1;1;50,71
1091;2;37;2;1;0;3;6;6;3;2;2;1;1;2;72,42
1092;2;47;2;3;0;3;3;0;6;3;3;3;2;2;8,42
1093;4;30;2;1;0;2;0;6;2;2;2;2;1;2;83,24
1094;8;37;1;2;0;3;3;8;3;2;3;3;1;1;30,6
1095;7;39;1;2;2;2;3;4;3;2;2;2;0;2;56,23
1096;9;38;1;3;0;3;2;1;3;2;2;2;1;2;51,92
1097;8;32;1;2;0;2;0;8;2;2;2;2;0;2;56,5
1098;4;36;2;1;2;2;3;0;3;2;2;2;0;1;62,87
1099;9;33;1;2;0;3;2;7;3;2;2;3;1;2;55,79
1100;7;37;2;1;1;3;3;6;3;2;2;3;1;2;52,26
1101;2;55;2;2;0;3;1;4;5;3;3;3;1;1;26,66
1102;5;43;1;3;0;3;2;2;4;2;2;2;0;1;31,63
1103;10;47;2;3;3;3;6;4;5;3;3;4;1;2;28,2
1104;6;41;1;3;0;3;3;6;3;2;2;3;1;2;33,52
1105;2;57;1;4;1;4;4;0;7;3;3;5;1;2;12,29
1106;10;35;1;3;2;2;6;6;3;2;2;2;1;2;75,56
1107;5;48;2;3;0;3;3;7;6;3;2;4;2;2;36,15
1108;5;34;1;3;3;2;6;6;3;3;2;2;1;2;78
1109;2;47;2;3;1;3;5;7;4;2;2;2;1;2;55,13
1110;8;37;2;1;0;3;6;4;3;2;2;2;1;2;40,24
1111;7;32;2;2;1;2;7;0;2;2;2;2;0;2;61,37
1112;9;35;2;1;1;3;6;6;3;2;2;2;1;2;81,27
1113;4;31;2;2;0;1;1;1;2;2;2;2;0;2;91,63
1114;7;31;1;3;3;3;3;3;3;2;2;2;1;2;35,82
1115;6;47;1;3;0;3;3;3;4;3;2;4;1;2;38,02
1116;4;27;2;1;1;1;1;2;2;1;1;1;0;2;90,83
1117;4;50;2;3;0;3;5;8;5;3;3;2;1;2;28,89
1118;8;34;1;1;1;3;3;5;2;2;2;2;1;2;69,62
1119;3;49;2;3;0;3;5;2;6;3;4;3;2;1;47,7
1120;2;24;2;1;0;2;2;3;2;2;2;2;0;1;69,38
1121;4;57;1;4;0;4;4;1;7;3;3;5;3;1;14,52
1122;2;35;1;2;0;3;6;2;4;3;2;2;1;2;49
1123;5;48;1;3;1;3;6;3;5;3;3;4;2;2;27,89
1124;4;41;1;3;1;3;1;3;4;3;2;3;1;2;45,71
1125;10;33;2;3;1;2;1;3;3;2;2;3;1;1;81,45
1126;8;41;2;2;0;3;2;4;3;2;2;2;1;2;58,48
1127;2;33;2;3;0;2;6;3;3;2;2;2;1;2;60,06
1128;2;34;2;1;1;1;1;9;3;2;2;2;1;2;64,32
1129;9;37;2;2;0;3;2;8;3;2;2;3;1;2;37,52
1130;3;39;2;3;2;3;3;6;4;2;2;2;1;2;49,85
1131;4;22;2;1;0;1;3;3;2;1;1;1;0;2;101,82
1132;9;38;1;3;2;3;2;5;3;2;3;3;1;2;57,7
1133;4;25;1;1;1;2;1;4;2;1;1;1;0;2;74,96
1134;10;35;2;2;0;2;3;4;3;2;2;2;0;2;72,5
1135;4;62;2;3;0;4;4;4;7;3;4;4;3;2;10,82
1136;6;62;1;4;2;4;4;7;7;3;4;5;3;2;0
1137;4;31;2;1;0;2;7;0;2;2;2;2;0;2;78,17
1138;6;52;2;4;2;3;4;5;6;3;4;4;2;2;14,01
1139;5;37;2;1;2;2;6;3;2;2;2;1;1;2;87,08
1140;5;43;2;3;0;3;2;1;4;3;2;3;1;2;35,03
1141;7;48;1;3;1;4;5;2;5;3;3;2;2;1;14,15
1142;9;34;1;2;0;3;3;6;3;2;2;2;1;2;66,73
1143;8;36;2;1;0;2;6;1;3;2;1;1;1;2;30,03
1144;7;41;1;2;0;3;2;7;3;3;2;2;1;2;45,16
1145;9;47;2;2;0;2;2;3;3;3;2;2;1;2;26,07
1146;5;46;1;3;1;3;3;2;4;3;2;3;2;2;21,2
1147;2;30;1;1;0;0;7;0;2;1;2;1;0;2;88,55
1148;9;30;2;1;0;3;2;5;3;3;2;2;1;2;34,4
1149;8;22;1;1;2;1;7;0;2;1;1;2;0;2;86,84
1150;6;43;2;3;2;3;6;8;6;3;2;4;1;1;28,99
1151;3;27;2;1;1;2;7;0;2;1;2;2;0;1;57,58
1152;5;62;2;4;0;4;3;1;6;3;4;4;2;2;21,72
1153;2;44;1;3;0;4;3;9;5;3;3;2;1;2;28,75
1154;7;57;2;4;0;4;4;6;6;3;3;4;1;2;46,72
1155;5;33;2;3;1;3;3;2;3;2;2;2;1;2;40,76
1156;9;35;2;1;0;2;5;7;2;2;2;2;0;2;72,63
1157;2;38;2;1;2;2;6;1;3;3;3;2;1;1;68,1
1158;4;32;1;1;1;3;1;3;3;2;3;2;1;1;57,35
1159;8;43;1;3;0;3;3;8;3;2;2;3;1;1;53,52
1160;8;61;1;3;0;3;4;2;7;3;4;4;2;2;17,73
1161;10;25;2;1;4;2;3;6;2;1;1;2;0;2;72,76
1162;5;26;1;1;0;1;7;0;2;1;1;1;0;1;110,35
1163;8;32;1;1;0;2;2;8;3;2;2;2;1;2;50,29
1164;2;50;1;3;0;3;4;2;5;3;4;3;1;2;22,41
1165;9;49;1;3;0;3;3;7;4;2;2;2;1;2;29,04
1166;2;44;2;3;0;4;2;6;5;3;4;4;1;1;27,9
1167;5;62;2;4;0;4;1;2;6;3;4;4;1;2;31,12
1168;2;51;2;3;0;2;3;9;4;2;3;3;1;1;42,28
1169;4;45;1;3;0;4;3;1;5;3;2;3;1;1;10,89
1170;4;19;1;1;1;0;4;5;2;1;2;1;0;2;104,34
1171;2;51;2;3;0;4;3;8;6;3;3;5;3;2;19,8
1172;2;35;2;1;2;2;3;5;2;2;2;2;0;2;60,72
1173;10;31;2;1;0;2;3;4;2;2;1;2;0;2;68,44
1174;2;23;2;1;1;1;2;9;2;1;2;1;0;2;98,29
1175;9;60;2;3;1;4;4;2;7;3;3;4;2;2;0
1176;8;23;2;1;0;0;7;0;2;1;1;1;0;2;117,3
1177;6;52;2;3;0;3;5;6;5;3;2;3;2;2;24,66
1178;8;55;2;3;0;4;3;2;6;3;3;3;2;2;21,21
1179;6;29;2;1;1;2;2;7;2;2;2;2;0;1;74,39
1180;6;33;2;1;0;2;1;5;3;2;2;2;0;2;64,24
1181;4;54;1;3;0;4;4;8;7;3;4;5;1;2;21,33
1182;2;46;2;3;0;4;5;6;5;3;4;3;1;2;34,56
1183;4;49;2;3;0;3;6;2;4;3;2;2;1;1;44,23
1184;9;39;1;2;0;3;1;8;4;2;2;2;1;2;43,48
1185;7;34;2;1;0;3;2;8;3;2;2;2;1;2;51,8
1186;9;60;2;4;0;4;4;6;7;3;4;5;3;2;11,72
1187;4;28;1;1;0;2;4;2;2;2;2;1;0;2;75,51
1188;9;35;2;1;0;2;6;2;2;1;2;2;1;2;89,32
1189;5;44;2;3;0;3;2;4;4;2;3;2;2;2;43,69
1190;7;33;2;2;0;1;6;2;2;1;2;1;0;2;94,74
1191;2;26;2;1;0;2;2;4;2;2;1;2;0;2;99,65
1192;8;40;1;3;0;3;3;8;3;3;2;2;1;2;34,31
1193;5;21;2;1;0;0;5;2;2;1;1;1;0;2;98,08
1194;8;36;2;1;1;2;2;7;2;2;2;2;0;2;73,35
1195;9;42;2;3;2;3;3;6;5;3;3;3;1;2;51,05
1196;8;44;1;3;2;3;6;8;4;2;3;2;1;2;56,99
1197;10;36;2;1;0;2;5;7;2;2;2;1;0;2;69,94
1198;8;29;1;3;0;2;2;8;3;3;2;2;1;1;60,84
1199;6;44;1;1;2;3;6;6;3;2;3;3;2;1;40,95
1200;4;39;2;2;0;3;5;5;3;2;2;2;1;1;39,23
1201;10;57;1;3;0;4;2;5;6;3;4;3;1;1;30,49
1202;5;37;2;1;0;1;7;0;2;2;2;1;0;2;63,28
1203;4;39;2;1;0;2;1;6;3;2;2;2;1;2;65,62
1204;4;50;1;3;0;4;1;1;5;3;4;3;1;2;39,82
1205;5;56;2;4;0;4;5;4;6;3;3;4;1;2;31,31
1206;9;45;2;1;0;1;3;2;3;2;2;2;0;2;57,41
1207;3;30;1;1;4;2;6;4;2;1;2;2;1;2;92,53
1208;9;38;2;1;0;2;5;9;2;2;2;2;0;2;94,04
1209;9;38;2;3;0;3;3;7;3;2;2;2;1;2;55,56
1210;10;38;2;1;1;2;6;9;3;2;2;3;1;2;57,24
1211;10;25;2;1;2;2;6;9;2;2;1;1;0;2;124,96
1212;6;37;2;1;0;1;1;7;3;2;2;2;1;2;93,32
1213;6;46;2;3;2;3;2;9;5;3;2;2;1;2;54,25
1214;2;43;2;3;1;3;6;5;3;2;2;2;0;1;69,01
1215;9;52;2;3;0;3;3;7;6;3;3;3;2;2;9,66
