ClienteNo;Cidade;Idade;Sexo;EstadoCivil;NumeroFilhos;Escolaridade;Ocupacao;AreaAtuacao;NivelGerencial;TipoResidencia;CondicaoResidencia;ValorImovel;NoAutomoveis;Computador;PrimeiraCompra
2727;9;42;1;1;0;3;3;7;3;3;3;2;1;2;52,29
2728;4;44;1;3;0;3;4;3;5;2;3;3;2;2;20,59
2729;9;39;2;1;0;3;2;9;3;2;2;3;1;2;65,92
2730;5;28;1;1;0;1;1;4;2;2;2;1;0;2;91,28
2731;8;48;2;2;4;3;6;1;4;2;3;2;1;2;43,2
2732;10;42;2;3;0;3;5;9;5;3;3;3;2;2;37,9
2733;6;36;2;1;0;4;3;2;3;2;2;3;1;2;54,47
2734;7;54;2;4;2;4;4;8;7;3;3;5;3;2;12,32
2735;4;35;2;1;0;2;7;0;2;2;2;2;0;2;60,97
2736;6;39;2;1;0;3;1;7;2;2;2;2;1;2;56,84
2737;7;36;2;1;0;4;3;6;3;2;2;2;1;2;69,28
2738;4;39;2;2;0;3;4;4;3;2;2;2;1;2;67,34
2739;7;37;2;1;1;2;3;7;3;2;2;2;1;2;77,86
2740;6;33;1;1;0;0;1;1;2;1;2;1;0;2;106,53
2741;4;47;1;3;0;3;4;9;4;3;2;3;2;2;42,63
2742;4;30;2;1;1;0;6;5;2;2;2;2;0;1;83,17
2743;4;39;1;1;0;3;3;5;3;2;2;2;1;2;73,56
2744;2;34;2;1;0;2;7;0;2;2;2;2;0;2;65,25
2745;3;26;1;1;0;1;2;4;2;2;1;2;0;1;90,49
2746;4;49;2;3;1;3;3;7;4;3;2;2;1;2;44,83
2747;3;39;1;3;4;3;3;7;4;2;3;3;1;2;46,97
2748;8;48;2;3;0;2;3;4;4;2;2;3;1;2;30,02
2749;5;36;1;1;0;1;3;8;3;2;2;2;1;2;87,65
2750;9;33;1;2;1;3;3;8;3;2;2;2;1;2;36,47
2751;9;58;2;3;1;4;4;3;7;3;4;4;3;2;8,37
2752;2;34;2;1;0;2;6;3;2;1;2;2;0;2;66,43
2753;8;55;1;3;0;3;3;0;6;3;3;4;1;2;17,76
2754;2;33;2;1;0;2;3;1;3;3;2;2;0;2;65,14
2755;4;43;1;1;0;3;1;1;4;3;2;4;1;2;33,97
2756;3;23;1;1;1;2;0;4;2;1;1;1;0;2;101,18
2757;4;31;2;1;0;2;7;0;2;1;1;1;0;2;66,13
2758;9;35;1;3;0;3;2;4;3;3;2;2;1;1;30,07
2759;10;55;2;4;1;3;6;6;6;3;3;4;3;1;24,45
2760;9;26;2;1;4;1;3;4;2;1;2;2;0;1;107,09
2761;4;27;1;1;0;2;3;8;2;2;2;2;0;2;70,18
2762;10;28;2;1;4;1;5;0;2;2;1;1;0;2;73,65
2763;2;38;2;3;1;2;3;7;4;2;2;3;0;2;37,77
2764;5;37;2;1;0;3;6;4;3;2;2;1;1;1;68,33
2765;8;46;2;3;1;3;3;8;5;3;2;4;1;2;26,72
2766;3;35;1;3;4;3;3;2;3;2;3;3;1;2;53,54
2767;9;49;2;3;0;3;1;3;5;3;2;3;1;2;18,94
2768;6;45;1;3;0;3;3;7;4;3;3;3;1;2;32,84
2769;10;48;2;3;1;2;3;4;4;3;3;2;1;2;32,24
2770;5;28;1;1;0;1;7;0;2;2;2;1;0;2;74,72
2771;5;28;1;1;0;3;3;4;3;2;2;2;1;1;63,65
2772;8;40;2;1;1;3;6;1;4;2;3;3;1;2;30,61
2773;9;62;2;4;0;4;4;6;7;3;4;5;3;1;14,89
2774;2;27;2;1;0;1;6;8;2;2;2;1;0;2;81,61
2775;2;25;2;1;2;1;2;1;2;2;1;1;0;1;110,89
2776;5;32;2;1;0;1;3;7;2;2;2;2;1;2;76,16
2777;9;33;2;1;2;1;6;2;2;1;2;1;0;2;81,99
2778;10;47;1;1;4;3;3;5;4;3;2;3;1;1;41,02
2779;4;46;2;2;0;3;3;5;4;3;2;2;1;2;60,55
2780;8;43;1;1;1;2;6;4;3;2;2;2;0;2;40,92
2781;4;33;2;1;0;1;2;1;2;1;1;1;0;1;87,28
2782;7;56;2;3;4;3;2;4;6;3;3;4;2;2;16,86
2783;3;55;2;3;1;3;3;2;6;3;3;4;1;2;16,73
2784;8;34;2;1;0;3;2;6;3;3;2;3;1;1;64,57
2785;4;49;2;2;0;3;3;4;6;3;3;3;2;2;21,93
2786;4;44;2;3;3;4;1;1;4;2;3;2;1;1;38,31
2787;7;42;1;1;1;2;2;7;3;2;2;2;1;1;67,27
2788;5;34;2;1;1;2;2;5;2;2;2;2;0;2;82,58
2789;3;37;2;1;0;3;7;0;2;2;2;1;0;2;92,57
2790;9;43;1;3;0;4;3;9;4;3;2;2;1;2;40,96
2791;2;35;2;1;0;3;2;1;3;2;2;2;1;2;39,39
2792;4;34;2;3;1;3;0;3;4;3;2;3;1;1;36,35
2793;5;51;2;3;3;3;5;8;5;3;3;3;2;2;34,94
2794;9;33;2;1;0;2;4;2;3;2;2;2;0;2;70,1
2795;2;51;1;3;0;3;3;0;4;3;2;3;1;2;33,22
2796;5;62;2;4;0;4;4;7;7;3;4;5;3;2;0
2797;8;32;2;1;0;2;5;4;2;2;1;2;0;2;82,2
2798;7;36;2;2;1;3;6;1;3;2;2;2;1;1;48,13
2799;2;32;1;1;0;2;1;1;2;2;1;1;0;1;68,47
2800;6;58;1;3;2;4;4;9;7;3;4;4;2;2;12,25
2801;10;50;2;2;0;3;3;5;3;3;2;3;1;2;43,77
2802;8;53;2;4;4;3;3;1;6;3;3;4;1;2;14,59
2803;3;24;2;1;0;2;2;1;2;1;2;1;0;2;79,48
2804;9;55;2;3;0;3;4;9;6;3;4;3;2;2;28,44
2805;2;35;1;2;0;2;2;1;3;2;2;2;1;2;52,2
2806;5;33;2;1;2;2;4;2;2;2;1;2;0;2;87,41
2807;2;30;2;1;0;2;6;9;3;2;2;2;1;2;77,16
2808;2;40;2;1;2;3;3;2;3;2;2;2;0;2;49,99
2809;10;33;2;1;0;3;4;4;3;2;2;3;1;2;45,57
2810;5;36;2;1;0;2;7;0;2;2;2;2;1;2;82,6
2811;3;42;1;3;0;3;2;5;4;3;2;2;1;2;26,64
2812;9;50;2;4;0;4;4;6;7;3;4;5;3;2;12,08
2813;9;37;2;3;0;3;2;3;3;3;2;2;1;2;34,02
2814;2;39;2;1;0;2;1;4;3;2;1;2;1;2;64,66
2815;8;34;2;3;0;3;5;9;3;2;2;3;2;2;55,51
2816;5;34;1;2;0;3;2;3;3;3;3;2;0;1;39,57
2817;9;35;2;1;3;3;3;1;3;2;2;2;1;2;65,57
2818;5;42;2;1;0;3;2;9;3;2;2;2;1;2;57,92
2819;9;46;2;3;0;3;2;8;5;3;3;3;2;2;37,46
2820;7;51;1;3;1;3;2;7;5;3;3;3;1;1;35,43
2821;2;39;2;1;1;3;4;9;3;2;2;3;1;2;42,59
2822;2;37;2;2;0;2;5;6;3;2;2;3;1;2;59,31
2823;4;49;2;3;0;3;1;8;4;2;3;3;1;2;34,87
2824;2;54;2;3;0;3;3;9;4;3;2;3;1;2;30,56
2825;4;35;2;1;0;3;4;4;3;2;2;2;0;1;68,29
2826;9;35;2;1;4;3;2;8;3;2;2;2;0;2;64,43
2827;3;35;2;3;2;3;6;6;4;2;2;2;2;2;53,12
2828;4;26;2;1;0;2;2;9;2;1;2;2;0;1;95,72
2829;6;51;2;3;1;4;1;4;5;3;3;4;1;2;32,91
2830;4;31;2;1;0;2;4;4;2;2;2;2;0;2;56,46
2831;5;47;1;3;2;4;5;5;5;3;3;3;1;2;27,76
2832;7;41;2;3;0;3;3;2;4;3;2;3;1;2;33,79
2833;2;36;1;1;0;2;5;1;3;2;2;2;1;2;67,25
2834;7;45;2;3;0;2;3;4;3;2;2;2;1;2;59,69
2835;2;43;1;3;0;3;1;4;3;3;2;2;0;2;52,82
2836;4;36;1;1;0;2;3;0;2;2;2;2;1;2;67,19
2837;8;35;2;1;0;3;2;9;3;2;2;2;1;2;52,67
2838;8;52;1;2;0;3;3;6;5;3;3;4;1;2;34,43
2839;7;59;2;4;0;4;4;2;7;3;4;5;3;2;0
2840;2;33;2;1;0;3;4;4;3;2;2;2;1;1;65,02
1;9;33;2;1;0;2;3;8;3;2;2;2;1;1;48,05
2;5;44;2;3;3;3;1;2;4;2;2;2;0;2;59,69
3;2;32;2;1;2;1;7;0;2;1;1;1;0;2;83,77
4;4;38;1;3;0;3;3;4;3;2;3;2;1;2;65,63
5;6;49;2;2;2;3;3;8;3;2;2;2;0;2;66,81
6;8;39;2;1;0;3;3;9;4;2;2;3;1;2;49,26
7;6;49;2;3;2;3;3;6;5;3;2;4;1;2;29,17
8;4;32;2;2;0;3;6;8;3;2;3;3;1;2;55,34
9;5;32;2;1;0;2;4;8;3;2;2;2;0;2;88,38
10;7;26;2;1;1;1;6;9;2;2;1;1;0;2;86,55
11;5;26;2;1;0;3;2;6;2;2;2;2;0;2;52,38
12;7;33;2;1;0;2;5;4;2;2;2;2;0;1;86,08
13;5;48;1;4;2;4;4;5;7;3;4;5;2;2;26,99
14;6;41;2;3;0;2;1;9;3;2;2;2;0;2;53,30
15;3;27;2;1;1;2;6;8;2;2;2;2;0;2;84,73
16;2;48;2;2;0;3;1;3;5;3;2;3;1;2;34,33
17;7;35;1;1;1;1;1;4;2;2;2;1;0;2;82,71
18;9;46;1;3;2;3;3;7;5;3;2;5;1;2;17,46
19;8;41;1;3;0;3;2;4;3;2;2;2;1;2;69,93
20;5;49;2;3;2;3;5;4;6;3;3;3;1;1;26,67
21;5;50;2;3;1;3;3;8;5;3;4;3;1;2;26,75
22;7;36;2;1;3;2;6;8;3;2;2;2;1;1;41,29
23;6;29;2;1;3;2;6;8;2;1;2;1;0;2;60,84
24;10;42;2;2;2;3;2;5;3;3;2;2;1;1;64,94
25;4;29;2;1;0;2;7;0;2;1;2;2;0;1;55,47
26;9;29;2;1;0;3;4;7;2;2;2;1;0;2;86,24
27;7;38;2;2;2;2;1;4;2;2;2;2;0;1;56,18
28;2;31;1;1;0;2;2;2;2;2;2;1;0;2;101,43
29;10;35;2;1;0;2;3;4;2;2;1;1;1;2;78,95
30;2;39;2;2;0;3;2;2;3;2;2;2;1;1;51,57
31;9;40;2;1;2;3;6;8;3;2;2;2;2;2;34,34
32;9;50;2;4;0;3;6;6;6;3;3;4;1;2;9,41
33;5;49;2;4;2;3;1;6;6;3;3;4;3;2;16,75
34;9;28;2;1;1;1;3;8;2;1;2;2;0;1;89,79
35;10;36;2;1;1;1;3;5;3;2;2;2;1;2;63,90
36;3;34;1;1;1;2;6;4;3;2;3;3;0;2;35,73
37;2;52;2;3;0;4;1;8;5;3;4;4;2;2;21,09
38;5;33;2;1;1;2;2;4;2;2;2;2;0;2;73,82
39;10;31;2;1;0;2;2;4;2;2;2;1;0;2;85,99
40;8;49;2;3;4;4;4;2;7;3;3;3;2;2;25,00
41;5;57;2;3;0;3;5;0;5;3;3;3;2;2;41,53
42;5;24;1;1;0;0;4;2;2;1;1;1;0;2;87,78
43;9;22;1;1;1;2;6;7;2;2;2;2;0;1;82,83
44;8;24;2;1;4;2;3;2;2;1;1;1;0;2;119,72
45;3;54;1;3;0;3;6;6;5;3;3;3;0;2;30,11
46;9;54;1;3;1;4;3;3;6;3;4;3;1;2;20,40
47;8;32;2;1;0;1;6;1;2;2;2;1;0;2;80,92
48;4;31;2;1;0;2;0;6;3;2;1;2;1;2;89,13
49;5;25;2;1;3;2;3;6;2;1;1;2;0;2;102,01
50;9;61;2;4;3;4;4;9;7;3;4;5;3;1;0,00
51;2;35;2;1;0;2;4;6;3;2;2;2;0;1;53,08
52;9;44;1;1;0;1;6;4;3;3;2;3;1;2;49,85
53;7;49;1;3;0;3;6;0;4;2;3;3;1;2;45,72
54;2;48;2;3;1;3;3;8;3;3;2;2;0;1;69,39
55;2;51;2;1;0;3;6;7;5;3;3;4;1;2;38,09
56;5;43;1;1;0;3;3;8;3;2;2;3;1;1;39,56
57;2;42;1;3;0;2;3;3;4;2;2;3;1;2;37,11
58;7;56;1;4;0;3;4;9;7;3;3;5;2;2;18,88
59;9;36;2;1;0;3;2;3;2;2;2;2;1;1;64,48
60;10;55;2;3;0;4;3;2;6;3;4;4;1;2;20,59
61;8;50;2;3;0;3;5;3;6;3;3;3;1;2;24,66
62;7;48;1;3;0;3;3;9;4;3;2;4;1;2;28,26
63;4;37;2;3;0;3;5;8;3;2;2;2;0;2;25,24
64;9;32;2;2;0;2;3;6;3;3;2;2;1;1;38,95
65;4;36;2;1;0;2;2;8;3;2;2;2;0;2;67,93
66;8;30;1;1;1;2;7;0;2;2;2;2;0;2;107,56
67;9;28;2;1;0;2;3;5;2;1;2;1;0;2;79,53
68;5;54;2;3;1;4;3;5;6;3;3;4;3;2;42,60
69;8;50;2;1;0;3;3;0;4;3;2;2;0;1;60,98
70;3;35;2;1;3;3;3;1;3;2;2;2;0;1;59,32
71;6;48;2;3;0;3;5;8;4;3;3;4;1;2;27,07
72;9;50;2;3;2;4;3;4;5;3;4;3;2;2;29,83
73;2;40;2;2;0;3;6;2;4;3;2;2;2;2;27,46
74;4;35;1;1;0;2;3;8;3;2;2;2;1;2;61,53
75;4;50;1;1;1;3;3;8;4;2;3;4;1;2;38,93
76;5;42;2;1;0;2;4;3;3;2;2;2;1;2;84,42
77;8;45;2;2;0;3;3;5;4;2;2;3;1;2;37,50
78;8;42;2;3;1;3;4;4;4;2;2;2;1;2;31,99
79;4;52;2;3;0;3;2;2;5;2;4;3;1;2;23,32
80;6;44;2;3;0;4;3;6;4;3;3;3;1;1;58,50
81;9;45;2;1;0;3;4;1;3;2;2;2;0;1;44,86
82;10;32;1;1;4;2;5;4;2;2;2;1;1;2;66,95
83;8;57;2;4;2;4;4;2;6;3;3;4;2;2;25,58
84;8;28;1;3;1;1;4;1;2;2;2;2;1;1;24,32
85;5;36;2;3;0;3;6;3;3;3;2;3;1;2;61,64
86;7;55;1;3;2;4;3;4;4;3;2;3;1;1;51,38
87;4;48;1;3;1;3;3;4;3;2;3;2;0;2;21,78
88;4;30;2;3;0;3;5;4;4;2;3;4;1;1;38,52
89;5;52;2;3;0;3;3;8;5;2;2;3;1;1;17,31
90;2;41;1;1;0;2;2;7;3;2;1;1;0;2;73,43
91;8;37;2;1;2;2;4;2;3;2;1;2;1;1;76,09
92;2;46;1;4;2;3;4;4;5;3;3;3;3;2;18,32
93;2;45;1;2;0;3;2;3;3;3;2;3;1;2;48,42
94;10;41;2;3;0;4;1;5;5;2;3;4;2;2;23,19
95;9;32;1;1;0;2;3;8;3;2;2;1;0;2;75,11
96;4;52;2;3;2;4;4;4;7;3;4;3;1;2;11,86
97;2;35;2;1;0;2;2;8;3;2;2;2;0;2;81,96
98;7;46;1;2;1;3;3;6;4;3;2;2;1;2;56,01
99;8;40;2;1;0;3;3;8;3;2;2;2;1;2;57,39
100;9;47;2;1;1;3;3;6;3;3;3;3;0;2;57,19
101;8;42;2;1;0;2;2;6;3;3;2;2;0;2;44,26
102;8;36;1;2;0;3;3;8;3;3;2;2;1;1;34,82
103;5;38;2;3;2;3;5;6;3;2;2;3;0;2;60,05
104;2;39;2;1;0;3;3;8;3;2;2;2;1;2;87,46
105;5;39;2;1;0;3;2;1;3;2;2;2;1;2;67,46
106;8;21;1;1;1;1;3;8;2;2;1;1;0;2;109,88
107;2;53;1;2;3;2;1;2;3;2;2;2;1;1;61,16
108;2;41;2;3;1;3;3;6;3;2;2;3;1;2;60,73
109;4;58;1;4;2;4;4;8;7;3;4;4;3;2;8,28
110;8;32;1;1;0;0;2;5;2;2;2;1;0;2;102,93
111;4;26;1;1;0;0;7;0;2;1;1;1;0;2;96,04
112;10;27;1;1;1;1;2;7;2;2;1;2;0;2;68,26
113;5;33;1;2;0;0;3;1;2;1;2;1;0;1;81,83
114;9;59;2;4;1;4;3;4;6;3;3;4;2;2;22,21
115;4;54;2;3;0;3;1;8;4;2;3;2;1;1;51,87
116;4;21;2;1;0;2;7;0;2;1;2;1;0;2;88,68
117;9;39;2;2;2;1;2;5;2;2;1;1;0;2;85,02
118;8;39;2;3;1;3;0;5;4;2;2;2;1;2;53,21
119;9;32;2;1;0;2;3;9;2;1;1;1;0;2;88,91
120;9;34;2;1;0;3;1;3;3;2;2;1;0;2;54,88
121;6;41;1;3;0;3;4;2;5;3;2;3;1;1;15,92
122;7;45;1;1;1;3;1;6;3;2;2;2;1;2;56,34
123;3;44;2;1;1;3;3;5;3;2;3;2;0;2;48,54
124;7;21;1;1;0;1;7;0;2;1;2;1;0;2;75,61
125;2;25;1;1;1;1;7;0;2;1;1;2;0;1;89,60
126;2;33;2;3;0;3;3;3;3;1;2;2;1;1;47,01
127;7;31;2;1;0;2;5;2;3;2;2;2;1;2;76,01
128;9;36;2;2;4;3;1;6;3;2;2;2;1;2;51,82
129;9;57;2;3;0;3;3;8;6;3;2;4;1;2;31,27
130;8;45;2;1;0;3;3;7;3;2;2;3;1;2;50,24
131;6;54;2;2;1;3;1;5;5;3;2;3;1;2;19,25
132;4;24;2;1;3;1;4;6;2;2;2;2;0;2;85,60
133;10;49;1;3;0;3;4;4;4;3;3;2;1;2;26,64
134;7;54;1;3;1;3;2;4;5;3;3;3;2;2;33,69
135;8;45;2;3;1;4;2;5;4;3;4;2;2;2;46,83
136;6;36;2;1;0;3;5;6;3;2;3;2;1;2;45,43
137;9;32;2;1;0;2;2;2;2;1;2;2;0;1;99,25
138;4;63;1;4;0;3;4;3;7;3;3;4;2;2;30,67
139;8;36;2;2;0;3;5;8;4;2;2;2;1;2;36,98
140;2;35;1;1;0;3;3;6;3;2;2;2;0;2;48,29
141;3;31;1;3;2;3;5;4;3;3;2;3;1;1;28,66
142;6;51;1;3;2;4;3;5;6;3;3;4;3;2;19,22
143;5;34;1;3;0;2;3;7;3;3;2;3;1;2;18,44
144;2;38;2;1;1;3;6;2;3;2;2;2;0;1;65,26
145;4;43;2;2;1;3;1;5;3;3;2;2;1;2;56,43
146;2;57;2;3;0;4;3;4;6;3;3;3;3;1;16,63
147;5;36;2;2;0;3;3;4;3;2;2;2;1;2;71,84
148;2;42;2;1;2;3;2;7;3;3;2;2;1;2;46,66
149;4;49;2;3;0;3;5;1;5;3;3;4;1;2;12,44
150;4;63;2;4;0;4;4;7;7;3;4;5;3;1;11,19
151;7;36;2;3;0;3;2;3;4;3;3;3;1;2;40,25
152;2;62;2;4;2;4;4;8;7;3;4;4;1;2;16,80
153;9;52;2;3;0;3;4;1;5;3;3;3;1;2;18,93
154;3;57;1;3;1;3;4;6;5;3;3;3;3;1;46,60
155;10;59;2;3;0;4;3;7;5;3;3;3;2;2;36,18
156;4;36;2;1;0;0;7;0;2;1;2;2;1;2;76,52
157;7;45;1;1;1;3;2;4;4;2;3;2;1;2;55,73
158;7;45;2;2;2;4;4;1;4;2;3;3;1;1;27,07
159;2;37;2;3;4;3;3;4;4;2;3;2;1;1;30,19
160;4;23;2;1;0;2;3;0;2;2;1;1;1;1;89,96
161;9;51;2;3;2;3;5;4;6;3;3;3;2;2;35,14
162;9;56;2;2;1;3;4;3;4;2;2;3;1;2;63,76
163;8;51;1;3;0;4;2;8;6;3;4;3;2;1;20,57
164;9;38;2;3;1;3;3;2;3;2;3;3;1;2;60,63
165;2;45;2;3;0;3;2;1;3;3;2;2;1;2;58,62
166;2;27;1;1;0;1;7;0;2;2;2;2;1;2;97,70
167;5;37;2;1;0;4;3;3;3;2;2;2;1;2;31,22
168;2;39;2;3;0;3;3;8;4;3;2;3;2;1;53,36
169;6;32;2;2;0;3;3;9;3;2;2;3;0;2;32,91
170;5;39;2;3;0;3;4;9;4;3;2;2;1;2;34,08
171;5;45;2;1;0;3;3;4;4;2;2;3;1;2;43,79
172;5;38;1;3;0;3;3;3;4;3;2;3;1;2;35,23
173;8;51;2;3;0;3;3;8;5;2;2;3;1;2;38,25
174;4;35;2;1;0;0;4;9;2;1;2;1;0;1;101,52
175;5;39;2;3;0;3;1;4;4;3;3;2;1;2;56,13
176;9;43;2;3;0;3;3;2;5;3;3;2;1;2;27,44
177;10;36;2;3;2;3;4;3;3;3;2;3;1;2;38,01
178;2;50;1;1;1;3;3;4;4;3;2;2;1;2;41,09
179;5;26;2;1;0;2;3;4;3;2;2;2;0;2;68,34
180;9;52;2;3;0;4;1;4;6;3;3;3;2;2;36,76
181;2;45;2;3;0;3;6;4;4;2;2;3;1;2;34,98
182;2;43;2;2;0;3;3;2;4;2;2;3;1;2;47,65
183;7;41;2;3;0;2;1;6;4;3;3;2;1;2;15,74
184;7;52;2;3;3;3;3;2;5;3;2;3;1;2;18,12
185;7;40;1;3;0;3;3;5;4;3;2;3;1;2;49,56
186;9;37;2;1;2;1;7;0;2;1;1;2;0;2;66,34
187;2;34;2;1;0;2;2;6;2;2;2;2;0;2;57,45
188;6;31;1;2;2;3;1;6;2;1;2;2;1;2;71,45
189;9;27;2;2;1;2;7;0;2;2;2;2;0;2;80,13
190;8;38;1;3;1;3;4;4;4;3;2;2;2;2;63,31
191;10;45;2;3;0;4;3;6;6;3;3;4;1;2;13,75
192;6;37;1;3;0;3;6;8;3;2;2;2;1;1;32,37
193;2;46;1;2;0;3;3;7;3;3;2;2;1;2;68,32
194;2;60;1;3;0;3;3;5;6;3;3;3;2;2;41,25
195;5;48;1;2;0;3;4;8;4;2;2;2;1;2;41,75
196;5;55;1;2;0;3;3;8;5;3;3;3;2;2;34,79
197;9;33;2;1;0;0;2;7;2;2;1;1;0;2;89,38
198;4;34;2;1;0;2;2;3;3;2;2;2;1;2;40,47
199;5;42;2;3;0;3;3;4;5;3;2;3;1;1;52,52
200;8;44;1;3;1;3;6;5;4;3;2;3;1;1;28,24
201;9;37;2;1;0;3;5;4;3;1;2;2;1;2;40,51
202;9;45;1;3;0;3;6;5;4;3;3;2;2;2;28,98
203;9;35;1;1;2;3;6;7;2;1;2;2;0;2;86,14
204;6;61;1;3;1;4;2;1;6;3;4;4;1;2;13,49
205;5;33;2;2;1;2;2;5;3;2;2;2;0;2;53,12
206;4;60;1;4;0;4;4;2;7;3;4;4;2;2;15,48
207;9;36;1;3;0;3;5;7;3;3;2;2;0;2;69,70
208;2;32;1;1;0;0;2;2;2;2;1;1;0;1;74,57
209;4;33;1;1;0;2;2;5;2;2;2;2;1;1;61,42
210;2;35;2;3;0;3;3;6;4;2;2;3;1;2;38,68
211;8;50;2;4;0;3;3;6;6;3;3;3;2;2;14,39
212;2;35;2;1;0;3;4;7;3;3;4;2;0;2;49,10
213;8;38;2;1;0;3;3;8;3;2;2;2;1;2;50,60
214;2;33;2;1;2;2;2;9;2;1;1;1;0;2;81,33
215;9;39;1;1;0;2;2;7;2;2;2;2;0;2;73,39
216;4;26;2;3;3;2;3;5;3;2;2;3;1;1;68,47
217;6;24;2;1;0;2;3;2;2;2;2;1;0;2;55,92
218;2;62;1;4;0;4;4;2;7;3;4;5;3;2;0,00
219;4;49;1;3;1;3;3;6;5;3;3;3;1;2;18,69
220;9;54;2;3;3;3;3;8;4;3;3;2;1;2;20,43
221;5;23;1;1;0;0;3;5;2;1;1;1;0;2;96,94
222;9;19;2;1;0;0;4;2;2;1;1;1;0;2;132,63
223;4;41;2;3;0;3;5;4;6;3;2;3;1;2;39,79
224;9;47;2;3;0;3;3;8;5;3;2;3;2;2;49,42
225;9;36;2;3;2;2;2;5;3;2;1;2;0;2;53,24
226;7;33;1;1;2;2;6;4;2;1;1;1;0;1;92,57
227;4;38;2;2;2;3;4;9;3;3;2;2;1;2;55,15
228;5;54;1;3;0;3;2;4;5;3;3;2;2;2;26,30
229;5;47;1;3;0;4;3;1;4;3;2;3;1;1;36,35
230;5;47;1;3;0;3;3;0;4;3;3;2;1;2;21,32
231;9;41;2;2;1;3;6;5;3;3;2;3;1;2;63,69
232;6;36;1;2;0;3;2;3;3;1;3;3;0;2;36,57
233;4;36;1;2;2;3;1;3;3;2;2;3;0;2;45,77
234;4;53;2;2;0;3;5;7;4;3;2;4;1;2;26,88
235;10;53;1;4;4;3;4;5;7;3;3;3;1;1;17,95
236;8;30;2;1;0;1;7;0;2;1;2;1;0;2;95,09
237;6;25;2;1;0;2;3;7;2;2;2;1;0;2;63,41
238;9;41;2;2;0;2;3;3;4;2;3;2;1;2;52,18
239;3;48;2;2;2;3;2;8;4;3;2;2;1;2;49,09
240;6;30;1;1;1;2;6;4;2;2;2;2;0;2;92,02
241;4;25;2;1;1;0;7;0;2;1;1;1;0;2;97,12
242;6;27;1;2;1;2;7;0;2;1;2;2;0;2;78,20
243;2;40;2;1;1;1;3;6;3;3;2;2;1;1;51,35
244;3;34;2;1;0;2;6;7;3;3;2;3;1;2;56,84
245;9;45;1;3;0;3;2;4;3;3;2;2;1;2;53,58
246;2;58;1;3;0;4;3;9;6;3;2;5;3;1;18,39
247;9;39;1;3;1;3;3;3;4;2;2;3;1;2;33,93
248;7;41;1;3;0;3;1;5;4;3;3;2;1;2;63,01
249;8;39;1;3;1;3;2;6;4;2;2;3;1;2;52,93
250;2;48;2;3;0;4;5;9;4;3;3;3;2;2;27,34
251;9;35;2;1;0;2;6;2;3;2;2;2;1;2;42,06
252;6;44;2;1;0;3;4;5;2;2;2;3;1;2;54,71
253;4;46;2;3;0;3;4;4;5;3;3;3;2;2;42,33
254;8;27;2;1;2;2;6;8;2;2;1;1;0;2;104,53
255;6;39;1;1;2;2;2;9;2;1;2;2;0;2;75,06
256;8;48;1;4;0;3;6;3;6;2;3;3;2;1;47,42
257;2;29;1;2;0;2;7;0;2;2;2;2;1;1;91,83
258;5;45;1;3;0;2;3;8;4;2;2;3;1;1;54,64
259;9;57;1;4;1;4;4;3;7;3;4;4;3;2;17,91
260;10;36;1;2;0;3;3;4;2;1;2;2;1;2;69,78
261;5;48;2;3;0;3;4;8;6;3;2;5;2;2;31,19
262;4;36;2;3;0;3;3;6;4;3;2;2;1;1;62,59
263;2;30;2;3;3;3;0;4;3;2;2;2;1;1;53,62
264;6;21;2;1;2;0;4;0;2;1;1;1;0;2;100,65
265;7;38;2;3;0;3;6;3;4;2;3;3;1;2;34,70
266;9;39;1;3;1;2;3;4;4;3;3;2;2;2;40,19
267;5;27;2;1;2;1;7;0;2;1;2;1;0;2;65,98
268;9;59;2;4;2;4;4;6;7;3;4;5;3;2;12,59
269;7;33;2;3;0;2;6;4;3;2;3;3;2;2;57,62
270;3;25;1;1;2;2;3;0;3;2;2;3;1;2;51,16
271;8;52;2;3;0;4;3;4;6;3;3;3;1;1;28,45
272;10;41;2;1;0;3;4;4;3;3;2;2;0;1;36,79
273;3;32;1;1;0;2;3;4;3;2;2;2;1;2;70,97
274;7;35;1;1;2;2;7;0;2;2;2;2;0;1;105,47
275;9;37;2;1;2;3;5;4;3;2;2;2;0;2;88,95
276;4;46;2;3;1;3;2;8;5;3;3;4;1;2;12,22
277;5;36;2;1;0;2;2;5;2;2;2;1;0;2;106,22
278;5;48;1;3;1;3;3;4;5;2;3;3;1;2;14,59
279;10;44;2;3;0;3;3;2;4;3;3;2;1;2;41,18
280;10;35;2;3;0;2;2;2;3;2;2;2;1;2;47,45
281;5;51;1;3;0;3;2;4;5;3;2;4;1;1;29,49
282;7;54;1;3;0;4;3;4;6;3;4;4;3;2;35,66
283;3;45;2;4;0;4;3;8;6;3;3;4;2;2;39,32
284;2;29;1;3;0;2;2;6;3;3;2;3;1;2;77,41
285;6;46;2;3;0;4;6;8;5;2;3;3;2;2;24,62
286;4;48;1;4;1;3;6;6;5;2;3;3;1;2;45,47
287;8;23;2;1;0;0;6;6;2;2;2;1;0;1;100,40
288;2;31;1;1;2;2;3;7;3;2;2;2;1;2;81,71
289;5;60;2;4;0;4;4;4;7;3;4;4;3;2;19,13
290;5;28;2;2;0;2;6;4;2;2;2;2;0;2;24,96
291;6;20;2;1;2;2;6;1;2;1;2;1;0;2;101,74
